Time t / s,Voltage U_B1 / V,Voltage U_A1 / V
5.12,10.24,2.67
5.14,10.24,2.695
5.16,10.24,2.705
5.18,10.24,2.715
5.2,10.24,2.725
5.22,10.24,2.73
5.24,10.24,2.74
5.26,10.24,2.75
5.28,10.24,2.765
5.3,10.24,2.78
5.32,10.24,2.79
5.34,10.24,2.795
5.36,10.24,2.8
5.38,10.24,2.81
5.4,10.24,2.83
5.42,10.24,2.845
5.44,10.24,2.86
5.46,10.24,2.865
5.48,10.24,2.87
5.5,10.24,2.88
5.52,10.24,2.885
5.54,10.24,2.895
5.56,10.24,2.91
5.58,10.24,2.93
5.6,10.24,2.95
5.62,10.24,2.965
5.64,10.24,2.97
5.66,10.24,2.975
5.68,10.24,2.975
5.7,10.24,2.975
5.72,10.24,2.975
5.74,10.24,2.98
5.76,10.24,2.99
5.78,10.24,3.01
5.8,10.24,3.02
5.82,10.24,3.045
5.84,10.24,3.05
5.86,10.24,3.06
5.88,10.24,3.065
5.9,10.24,3.08
5.92,10.24,3.1
5.94,10.24,3.115
5.96,10.24,3.125
5.98,10.24,3.135
6,10.24,3.15
6.02,10.24,3.18
6.04,10.24,3.185
6.06,10.24,3.185
6.08,10.24,3.185
6.1,10.24,3.185
6.12,10.24,3.18
6.14,10.24,3.185
6.16,10.24,3.185
6.18,10.24,3.18
6.2,10.24,3.185
6.22,10.24,3.18
6.24,10.24,3.185
6.26,10.24,3.18
6.28,10.24,3.185
6.3,10.24,3.185
6.32,10.24,3.18
6.34,10.24,3.185
6.36,10.24,3.18
6.38,10.24,3.18
6.4,10.24,3.185
6.42,10.24,3.18
6.44,10.24,3.18
6.46,10.24,3.18
6.48,10.24,3.185
6.5,10.24,3.18
6.52,10.24,3.185
6.54,10.24,3.185
6.56,10.24,3.18
6.58,10.24,3.185
6.6,10.24,3.18
6.62,10.24,3.18
6.64,10.24,3.185
6.66,10.24,3.185
6.68,10.24,3.185
6.7,10.24,3.185
6.72,10.24,3.18
6.74,10.24,3.18
6.76,10.24,3.18
6.78,10.24,3.18
6.8,10.24,3.185
6.82,10.24,3.18
6.84,10.24,3.185
6.86,10.24,3.18
6.88,10.24,3.185
6.9,10.24,3.185
6.92,10.24,3.185
6.94,10.24,3.18
6.96,10.24,3.185
6.98,10.24,3.185
7,10.24,3.18
7.02,10.24,3.18
7.04,10.24,3.18
7.06,10.24,3.18
7.08,10.24,3.18
7.1,10.24,3.18
7.12,10.24,3.18
7.14,10.24,3.185
7.16,10.24,3.185
7.18,10.24,3.185
7.2,10.24,3.18
7.22,10.24,3.18
7.24,10.24,3.185
7.26,10.24,3.18
7.28,10.24,3.18
7.3,10.24,3.18
7.32,10.24,3.18
7.34,10.24,3.18
7.36,10.24,3.18
7.38,10.24,3.185
7.4,10.24,3.18
7.42,10.24,3.18
7.44,10.24,3.18
7.46,10.24,3.18
7.48,10.24,3.185
7.5,10.24,3.185
7.52,10.24,3.185
7.54,10.24,3.18
7.56,10.24,3.185
7.58,10.24,3.18
7.6,10.24,3.185
7.62,10.24,3.185
7.64,10.24,3.185
7.66,10.24,3.18
7.68,10.24,3.18
7.7,10.24,3.18
7.72,10.24,3.18
7.74,10.24,3.185
7.76,10.24,3.185
7.78,10.24,3.185
7.8,10.24,3.185
7.82,10.24,3.185
7.84,10.24,3.18
7.86,10.24,3.18
7.88,10.24,3.185
7.9,10.24,3.18
7.92,10.24,3.185
7.94,10.24,3.18
7.96,10.24,3.185
7.98,10.24,3.185
8,10.24,3.18
8.02,10.24,3.18
8.04,10.24,3.18
8.06,10.24,3.185
8.08,10.24,3.18
8.1,10.24,3.18
8.12,10.24,3.185
8.14,10.24,3.185
8.16,10.24,3.185
8.18,10.24,3.18
8.2,10.24,3.18
8.22,10.24,3.18
8.24,10.24,3.18
8.26,10.24,3.18
8.28,10.24,3.185
8.3,10.24,3.18
8.32,10.24,3.185
8.34,10.24,3.18
8.36,10.24,3.18
